model,term,n_folds,same_sign_folds,significant_folds,mean_coefficient,coef_cv_pct,all_same_sign
E0_corrected,z_gust_0h,5,5,3,-0.038439604280084055,44.25270710756944,True
E0_corrected,z_gust_0h_sq,5,5,5,0.10793200122899167,13.188197871377803,True
