term,coefficient,std_error,ci_low,ci_high,p_value,model,fold,n_obs_in_fold_train,n_obs_in_fold_valid,inference
z_gust_0h,-0.04430322019226608,0.014120242435334126,-0.07197889536552096,-0.016627545019011196,0.0017035577906800035,E0_corrected,0,48353,12084,LAD_cluster
z_gust_0h_sq,0.12968670118274755,0.008560889160308081,0.11290735842854371,0.1464660439369514,7.723076395981583e-52,E0_corrected,0,48353,12084,LAD_cluster
z_gust_0h,-0.055325185719482285,0.01579994811255686,-0.08629308402009372,-0.02435728741887084,0.0004624637776017876,E0_corrected,1,48339,12098,LAD_cluster
z_gust_0h_sq,0.10367892526306884,0.0093742099623896,0.08530547373678522,0.12205237678935245,1.9605949439801813e-28,E0_corrected,1,48339,12098,LAD_cluster
z_gust_0h,-0.05056568155737104,0.01580459455484254,-0.08154268688486242,-0.01958867622987966,0.0013769999640566694,E0_corrected,2,48352,12085,LAD_cluster
z_gust_0h_sq,0.09014783891584251,0.00992323288261729,0.07069830246591262,0.1095973753657724,1.0415422163176174e-19,E0_corrected,2,48352,12085,LAD_cluster
z_gust_0h,-0.014569690485921733,0.01467351764443256,-0.04332978506900955,0.014190404097166084,0.3207469047802689,E0_corrected,3,48352,12085,LAD_cluster
z_gust_0h_sq,0.10925386571872737,0.00929729532793541,0.09103116687597397,0.12747656456148077,6.966836364605854e-32,E0_corrected,3,48352,12085,LAD_cluster
z_gust_0h,-0.027434243445379116,0.015462552652169021,-0.0577408466436304,0.0028723597528721653,0.07602384506069423,E0_corrected,4,48352,12085,LAD_cluster
z_gust_0h_sq,0.10689267506457206,0.01000605981578257,0.08728079782563823,0.1265045523035059,1.2252748409373576e-26,E0_corrected,4,48352,12085,LAD_cluster
