model,step,blocks_added,r2_in_sample,r2_in_sample_increment,r2_oos_5fold,r2_oos_5fold_increment
E0_corrected,baseline,region_SES+year_month_FE,0.014102681859590294,,0.007945360146865865,
E0_corrected,nongust_weather,nongust_weather,0.022079047983003086,0.007976366123412792,0.01699952630635304,0.009054166159487176
E0_corrected,gust,gust,0.03401118493687816,0.011932136953875072,0.029863108530266413,0.012863582223913372
