model,step,blocks_added,r2_in_sample,r2_in_sample_increment,r2_oos_5fold,r2_oos_5fold_increment
R0c_corrected_order_customers_then_gust,baseline,region_SES+year_month_FE,0.022876912045750486,,0.014737853775744325,
R0c_corrected_order_customers_then_gust,nongust_weather,nongust_weather,0.03306045458499973,0.010183542539249246,0.024406877196740173,0.009669023420995848
R0c_corrected_order_customers_then_gust,customers,customers,0.1108180974399482,0.07775764285494846,0.10067128438320605,0.07626440718646588
R0c_corrected_order_customers_then_gust,gust,gust,0.12045195430327937,0.00963385686333118,0.11300407340139729,0.012332789018191237
