Incident Reference,new_source_row,new_start_utc,new_stage,old_source_row,old_start_utc,old_stage,representative_row_changed,time_diff_hours_old_minus_new,new_gust_0h,old_gust_0h,gust_0h_diff,lat,lon,weather_status_v3,cause_group_official,cache_status,lat_r,lon_r,recomputed_gust_0h,recomputed_pressure_msl_0h,recomputed_temperature_0h,recomputed_precip_24h_sum
FREP-279727-G,189052,2022-05-23 12:00:00+00:00,1,180016,2022-05-23 12:42:00+00:00,2,True,0.7,,,,51.0482500947197,0.168254198204291,weather_request_unavailable,external_or_customer,not_found_needs_new_request,51.0,0.2,,,,
FREP-428117-Z,103094,2024-02-26 12:40:00+00:00,1,41282,2024-02-26 13:12:00+00:00,2,True,0.5333333333333333,,,,51.6956502858373,-0.909817098106212,weather_request_unavailable,non_fault_or_unknown,not_found_needs_new_request,51.7,-0.9,,,,
FREP-311975-Z,209646,2022-06-24 18:34:00+00:00,4,9355,2022-06-24 20:29:00+00:00,1,True,1.9166666666666667,,,,,,invalid_time_or_coordinate,third_party,no_coordinates,,,,,,
FREP-72660-V,147021,2021-10-18 18:18:00+00:00,1,13167,2021-10-18 18:19:00+00:00,3,True,0.0166666666666666,,,,,,invalid_time_or_coordinate,weather_natural,no_coordinates,,,,,,
FREP-8774-I,93554,2023-12-03 00:42:00+00:00,1,35528,2023-12-03 02:43:00+00:00,2,True,2.0166666666666666,,,,52.0033645953028,-0.0260054064410747,weather_request_unavailable,external_or_customer,not_found_needs_new_request,52.0,-0.0,,,,
FREP-261568-Z,219574,2021-09-23 09:13:00+00:00,1,158856,2021-09-23 13:20:00+00:00,2,True,4.116666666666666,,,,,,invalid_time_or_coordinate,technical_asset,no_coordinates,,,,,,
FREP-341954-G,210953,2023-11-28 01:20:00+00:00,1,43948,2023-11-28 02:26:00+00:00,3,True,1.1,,,,50.8862508326506,0.431426441087337,weather_request_unavailable,external_or_customer,not_found_needs_new_request,50.9,0.4,,,,
FREP-254752-G,138818,2021-08-04 10:53:00+00:00,1,39118,2021-08-04 14:28:00+00:00,4,True,3.583333333333333,,,,,,invalid_time_or_coordinate,weather_natural,no_coordinates,,,,,,
FREP-59159-V,190890,2021-05-14 11:41:00+00:00,2,12184,2021-05-14 17:40:00+00:00,1,True,5.983333333333333,,,,,,invalid_time_or_coordinate,third_party,no_coordinates,,,,,,
FREP-370649-Z,125012,2023-04-25 09:06:00+00:00,2,44143,2023-04-25 09:07:00+00:00,3,True,0.0166666666666666,,,,,,invalid_time_or_coordinate,technical_asset,no_coordinates,,,,,,
FREP-253478-G,171177,2021-06-30 17:47:00+00:00,1,11888,2021-06-30 18:37:00+00:00,2,True,0.8333333333333334,,,,51.0518096700857,0.507255686634157,weather_request_unavailable,non_fault_or_unknown,not_found_needs_new_request,51.1,0.5,,,,
FREP-357173-G,114317,2024-03-21 14:16:00+00:00,1,114316,2024-03-21 16:45:00+00:00,2,True,2.4833333333333334,,,,50.989661506499,-0.240669166666228,weather_request_unavailable,external_or_customer,not_found_needs_new_request,51.0,-0.2,,,,
FREP-311752-G,29533,2023-03-07 09:45:00+00:00,5,9299,2023-03-07 09:52:00+00:00,2,True,0.1166666666666666,,,,50.8664387592286,0.141260104115769,weather_request_unavailable,non_fault_or_unknown,not_found_needs_new_request,50.9,0.1,,,,
FREP-302587-G,137278,2022-12-19 12:43:00+00:00,3,30963,2022-12-19 23:17:00+00:00,7,True,10.566666666666666,,,,,,invalid_time_or_coordinate,technical_asset,no_coordinates,,,,,,
FREP-289608-G,217280,2022-08-31 14:15:00+00:00,3,113564,2022-08-31 15:20:00+00:00,2,True,1.0833333333333333,,,,51.0625883740542,0.836250943006752,weather_request_unavailable,non_fault_or_unknown,not_found_needs_new_request,51.1,0.8,,,,
FREP-386822-Z,85463,2023-07-23 22:24:00+00:00,1,37019,2023-07-24 08:57:00+00:00,2,True,10.55,,,,52.6558414515718,1.27153953259842,weather_request_unavailable,external_or_customer,not_found_needs_new_request,52.7,1.3,,,,
