path,task,model,config,split,start_tau,start_h,tau,h,b,objective,success,status,message,iterations,tau_at_bound,h_at_bound,b_at_bound
development,R_log,S04,"{""control_lambda"":0.001}",P2,18.0,2.0,18.0,2.0,0.0,1.158099906958625,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,False,False,True
development,R_log,S04,"{""control_lambda"":0.001}",P2,18.0,5.0,18.0,4.999999999999999,0.0,1.158099906958625,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,False,False,True
development,R_log,S04,"{""control_lambda"":0.001}",P3,11.219999885559082,0.5,7.0,0.05000000000000001,0.039143912121426094,2.5891224267179234,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,8,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,11.219999885559082,2.0,7.0,0.05921659333478038,0.039142798235205944,2.589123852329158,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,9,True,False,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,11.219999885559082,5.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,20.0,0.5,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,20.0,2.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,20.0,5.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,25.200000762939453,0.5,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,4,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,25.200000762939453,2.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,25.200000762939453,5.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,30.5,0.5,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,30.5,2.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,True,True,False
development,R_log,S04,"{""control_lambda"":0.001}",P3,30.5,5.0,7.0,19.999999999999996,0.055767682147633835,2.590139359373025,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,True,True,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,8.699999809265137,0.5,10.296435999438236,0.8538820994022072,0.04635657401178794,2.579155698195386,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,8,False,False,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,8.699999809265137,2.0,10.296401705273764,0.8450609309449834,0.04635103235018878,2.579155739456277,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7,False,False,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,8.699999809265137,5.0,10.277751570999087,0.8655172675629922,0.046346907444923424,2.5791557714674562,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,7,False,False,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,19.0,0.5,8.78562582503828,0.05000000000000001,0.04488141849752392,2.5791857164816143,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,False,True,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,19.0,2.0,10.29420886153661,0.85308238388658,0.0463540535939162,2.5791556997799985,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,22,False,False,False
development,R_log,S04,"{""control_lambda"":0.1}",P1,19.0,5.0,10.298269007803,0.8523892733011285,0.04635730403383076,2.57915570067808,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,19,False,False,False
