label,decile,n,x_min,x_max,x_median,y_mean,y_median
technical_asset_raw_scale,"(-0.001, 1.0]",19734,0.0,1.0,1.0,11.26953227931489,5.0
technical_asset_raw_scale,"(1.0, 2.0]",2714,2.0,2.0,2.0,13.355674281503317,9.325
technical_asset_raw_scale,"(2.0, 4.0]",1808,3.0,4.0,3.0,13.562868731563423,9.325
technical_asset_raw_scale,"(4.0, 15.0]",3958,5.0,15.0,8.0,12.657832238504295,8.833333333333334
technical_asset_raw_scale,"(15.0, 40.0]",3996,16.0,40.0,25.0,12.154087420754088,9.258333333333333
technical_asset_raw_scale,"(40.0, 120.0]",3912,41.0,120.0,64.0,11.083380197682345,8.791666666666668
technical_asset_raw_scale,"(120.0, 27013.0]",4013,121.0,27013.0,354.0,6.611807459091286,3.033333333333333
