label,decile,n,x_min,x_max,x_median,y_mean,y_median
n_stages=2,"(-0.001, 2.0]",1785,0.0,2.0,2.0,23.100756302521006,14.95
n_stages=2,"(2.0, 4.0]",669,3.0,4.0,3.0,17.753462879920278,11.2
n_stages=2,"(4.0, 7.0]",620,5.0,7.0,6.0,16.128978494623656,9.65
n_stages=2,"(7.0, 13.0]",751,8.0,13.0,10.0,12.963626276076342,8.7
n_stages=2,"(13.0, 22.0]",738,14.0,22.0,18.0,13.054358626919603,8.108333333333334
n_stages=2,"(22.0, 39.0]",743,23.0,39.0,30.0,13.253432032301479,7.866666666666666
n_stages=2,"(39.0, 77.0]",754,40.0,77.0,54.0,11.094650751547304,6.1083333333333325
n_stages=2,"(77.0, 233.0]",747,78.0,233.0,127.0,8.697255689424365,3.716666666666667
n_stages=2,"(233.0, 7711.0]",756,234.0,7711.0,438.0,4.472156084656085,1.3916666666666666
