Incident Reference,cause_group_official,customers_v2_event_excl_reinterruptions,duration_A_customer_weighted_hours,duration_B_full_span_hours,lat,lon,incident_date_utc,temperature_0h,pressure_msl_0h,gust_0h,precipitation_24h_sum,weather_status_v3,LAD21CD,population,rural_urban_classification,deprivation_gap_pct,morans_i,income_deprivation_rate,cv_fold_v3,urban_binary,log_population,incident_year,incident_month,log_duration_B_full_span_hours,log1p_customers_v2
FREP-287832-G,weather_natural,866.0,0.923941493456505,2.35,51.2519277517553,0.54987351370232,2022-08-13,29.64999961853028,1012.2000122070312,7.099999904632568,0.0,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,4.0,1.0,12.101511810042911,2022,8,0.8544153281560676,6.7650389767805414
FREP-287836-Z,weather_natural,2.0,1.5666666666666669,1.5666666666666669,51.7174068189883,0.565818071020877,2022-02-19,5.599999904632568,1009.0999755859376,16.200000762939453,3.6999998092651367,matched,E07000070,183471.0,Urban with City and Town,0.2639999999999999,0.13,0.077,1.0,1.0,12.119811895840279,2022,2,0.44895022004790336,1.0986122886681098
FREP-287907-J,technical_asset,63.0,2.162698412698413,18.416666666666668,51.57029641952,-0.0238411878929548,2022-05-07,11.149999618530272,1028.300048828125,2.299999952316284,3.1000001430511475,matched,E09000031,275847.0,Urban with Major Conurbation,0.3,0.18,0.152,1.0,1.0,12.527601643165637,2022,5,2.9132560517297525,4.1588830833596715
FREP-287932-G,technical_asset,424.0,1.4037735849056605,11.783333333333331,51.3486201840969,-0.488594053389472,2022-08-15,27.799999237060547,1002.2999877929688,7.900000095367432,0.0,matched,E07000212,89113.0,Urban with Major Conurbation,0.161,0.18,0.066,4.0,1.0,11.39766050629526,2022,8,2.466686103674472,6.052089168924417
FREP-287969-J,technical_asset,1.0,11.083333333333334,11.083333333333334,51.4375786403443,-0.157745633979461,2022-05-09,10.649999618530272,1025.699951171875,3.700000047683716,0.0,matched,E09000032,330447.0,Urban with Major Conurbation,0.266,0.35,0.107,1.0,1.0,12.70820156232811,2022,5,2.4054424784337534,0.6931471805599453
FREP-288048-Z,weather_natural,28.0,1.0333333333333334,1.0333333333333334,52.0033645953028,-0.0260054064410747,2022-02-19,4.650000095367432,1008.2999877929688,12.199999809265137,2.5999999046325684,matched,E07000099,134255.0,Urban with Significant Rural (rural including hub towns 26-49%),0.211,0.18,0.079,1.0,1.0,11.80749625562543,2022,2,0.03278982282299097,3.367295829986474
FREP-287751-Z,weather_natural,1059.0,1.8461086637298088,76.43333333333334,51.8688434166541,-0.176430860353141,2022-02-18,9.050000190734863,983.5999755859376,33.20000076293945,4.400000095367432,matched,E07000099,134255.0,Urban with Significant Rural (rural including hub towns 26-49%),0.211,0.18,0.079,0.0,1.0,11.80749625562543,2022,2,4.336418901195749,6.966024187106113
FREP-287769-J,technical_asset,5.0,4.4,4.4,51.4673121942058,-0.0966399815166458,2022-05-05,17.850000381469727,1024.300048828125,4.400000095367432,0.0,matched,E09000022,317657.0,Urban with Major Conurbation,0.286,0.14,0.153,2.0,1.0,12.668727463284863,2022,5,1.4816045409242156,1.791759469228055
FREP-287930-J,technical_asset,21.0,3.1722222222222225,4.516666666666667,51.5616115695199,0.0902081005716816,2022-05-08,14.100000381469728,1030.0,8.5,0.3000000119209289,matched,E09000026,311629.0,Urban with Major Conurbation,0.2739999999999999,0.41,0.121,1.0,1.0,12.649568656684114,2022,5,1.5077742586576002,3.091042453358316
FREP-287805-Z,weather_natural,1.0,61.73333333333333,61.73333333333333,51.5597680550678,0.601516130719491,2022-02-19,3.3499999046325684,1012.7000122070312,10.100000381469728,0.5,matched,E07000069,89779.0,Urban with City and Town,0.3389999999999999,0.33,0.107,1.0,1.0,11.405106373935732,2022,2,4.122824033543969,0.6931471805599453
FREP-287806-Z,weather_natural,4.0,27.15,27.15,52.3954292155701,1.29224857401646,2022-02-18,10.0,980.2999877929688,34.70000076293945,3.300000190734864,matched,E07000149,144641.0,Mainly Rural (rural including hub towns >=80%) ,0.15,0.05,0.078,0.0,0.0,11.882010089318918,2022,2,3.3013770463799443,1.6094379124341003
FREP-287846-J,technical_asset,1.0,19.53333333333333,19.53333333333333,51.4498431381215,0.212531269556336,2022-05-06,18.5,1023.5999755859376,8.800000190734863,0.0,matched,E07000107,119042.0,Urban with Major Conurbation,0.2809999999999999,0.34,0.095,2.0,1.0,11.687231651001051,2022,5,2.972122407914857,0.6931471805599453
FREP-288029-Z,weather_natural,1.0,96.65,96.65,51.6969245927576,0.255430767380644,2022-02-19,6.0,1007.0999755859376,18.89999961853028,3.200000047683716,matched,E07000072,134889.0,Urban with Significant Rural (rural including hub towns 26-49%),0.224,0.14,0.091,1.0,1.0,11.81220749698825,2022,2,4.57109620565434,0.6931471805599453
FREP-287852-Z,weather_natural,4.0,59.41250000000001,75.63333333333334,51.7591797837155,-0.743603919196674,2022-02-19,3.75,1011.4000244140624,13.199999809265137,0.3000000119209289,matched,E06000060,561180.0,Urban with Significant Rural (rural including hub towns 26-49%),0.1874999999999999,0.3,0.06325,1.0,1.0,13.237796988656651,2022,2,4.325897103117686,1.6094379124341003
FREP-288030-J,technical_asset,0.0,,115.46666666666668,51.5395988313836,-0.137247243041404,2022-05-09,18.549999237060547,1020.0,10.100000381469728,0.0,matched,E09000007,217352.0,Urban with Major Conurbation,0.283,0.35,0.141,1.0,1.0,12.289273438122935,2022,5,4.748981888020171,0.0
FREP-287904-G,technical_asset,11.0,7.368181818181818,33.38333333333333,51.0664130545523,0.686629791075036,2022-08-15,20.14999961853028,1002.7999877929688,4.599999904632568,0.0,matched,E07000105,135818.0,Urban with Significant Rural (rural including hub towns 26-49%),0.291,0.34,0.11,4.0,1.0,11.819071033187548,2022,8,3.5080567734437174,2.4849066497880004
FREP-287906-J,technical_asset,175.0,2.949142857142857,5.116666666666666,51.4536127396382,-0.193011178400398,2022-05-07,12.550000190734863,1027.699951171875,4.5,2.300000190734864,matched,E09000032,330447.0,Urban with Major Conurbation,0.266,0.35,0.107,1.0,1.0,12.70820156232811,2022,5,1.6325031853650964,5.170483995038151
FREP-287908-Z,weather_natural,188.0,1.903014184397163,12.016666666666667,51.7377816590922,-0.958086706680282,2022-02-19,4.800000190734863,1010.7000122070312,9.899999618530272,1.600000023841858,matched,E07000179,151886.0,Mainly Rural (rural including hub towns >=80%) ,0.128,0.18,0.054,1.0,0.0,11.930885518437709,2022,2,2.4862945750628485,5.241747015059643
FREP-287978-J,technical_asset,2.0,12.45,18.78333333333333,51.5525115520409,-0.115818725945562,2022-05-08,12.149999618530272,1027.699951171875,7.900000095367432,0.0,matched,E09000019,219769.0,Urban with Major Conurbation,0.31,0.16,0.179,1.0,1.0,12.30033227369832,2022,5,2.9329699518176757,1.0986122886681098
FREP-287983-J,technical_asset,1.0,11.833333333333334,11.833333333333334,51.5525115520409,-0.115818725945562,2022-05-16,13.25,1018.7999877929688,7.099999904632568,2.6000001430511475,matched,E09000019,219769.0,Urban with Major Conurbation,0.31,0.16,0.179,4.0,1.0,12.30033227369832,2022,5,2.4709204078132605,0.6931471805599453
FREP-287965-Z,weather_natural,1.0,97.13333333333334,97.13333333333334,52.6846328706583,0.945193420743859,2022-02-19,6.0,1009.2000122070312,12.600000381469728,0.800000011920929,matched,E07000143,143422.0,Mainly Rural (rural including hub towns >=80%) ,0.207,0.18,0.1,1.0,0.0,11.873546612395812,2022,2,4.576084605092995,0.6931471805599453
FREP-287993-G,technical_asset,2.0,9.333333333333334,13.466666666666669,51.1668948492003,0.544750250259374,2022-08-16,18.600000381469727,1005.7999877929688,4.800000190734863,2.299999952316284,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,2.0,1.0,12.101511810042911,2022,8,2.600217496298995,1.0986122886681098
FREP-287998-Z,technical_asset,206.0,2.3724110032362464,3.2,52.4613078512641,0.30833290984839,2022-02-19,6.449999809265137,1009.2000122070312,12.5,2.0999999046325684,matched,E07000009,89348.0,Mainly Rural (rural including hub towns >=80%) ,0.135,-0.11,0.07,1.0,0.0,11.400294136453448,2022,2,1.1631508098056809,5.332718793265369
FREP-288042-J,technical_asset,0.0,,1.0,51.5206108538184,-0.0932942255792156,2023-08-18,20.850000381469727,1008.7999877929688,6.699999809265137,4.199999809265137,matched,E09000001,13606.0,Urban with Major Conurbation,0.204,-0.15,0.065,4.0,1.0,9.518266150905006,2023,8,0.0,0.0
FREP-295159-J,technical_asset,0.0,,74.81666666666666,51.5896895284359,-0.040236782608312,2022-08-19,18.799999237060547,1013.0,5.599999904632568,0.6000000238418579,matched,E09000031,275847.0,Urban with Major Conurbation,0.3,0.18,0.152,4.0,1.0,12.527601643165637,2022,8,4.315040676559831,0.0
FREP-295189-J,technical_asset,1.0,6.766666666666667,6.766666666666667,51.5395988313836,-0.137247243041404,2022-08-19,22.299999237060547,1014.5,9.199999809265137,0.8999999761581421,matched,E09000007,217352.0,Urban with Major Conurbation,0.283,0.35,0.141,4.0,1.0,12.289273438122935,2022,8,1.912008597379632,0.6931471805599453
FREP-295278-J,technical_asset,16.0,7.482323232323231,16.583333333333332,51.525437930128,-0.174571249383959,2022-08-20,16.600000381469727,1016.7000122070312,7.099999904632568,0.0,matched,E09000033,209333.0,Urban with Major Conurbation,0.391,0.48,0.135,1.0,1.0,12.25168156442427,2022,8,2.808398174936492,2.833213344056216
FREP-295026-Z,technical_asset,8.0,3.564583333333333,26.766666666666666,51.5597680550678,0.601516130719491,2022-05-24,15.0,1005.0999755859376,10.0,4.0,matched,E07000069,89779.0,Urban with City and Town,0.3389999999999999,0.33,0.107,4.0,1.0,11.405106373935732,2022,5,3.287157332284606,2.1972245773362196
FREP-295056-Z,technical_asset,2.0,11.491666666666667,12.116666666666667,51.8688434166541,-0.176430860353141,2022-03-18,3.900000095367432,1042.0,3.5,0.0,matched,E07000099,134255.0,Urban with Significant Rural (rural including hub towns 26-49%),0.211,0.18,0.079,3.0,1.0,11.80749625562543,2022,3,2.494581915311419,1.0986122886681098
FREP-295163-G,technical_asset,25.0,1.606666666666667,3.816666666666667,51.2519277517553,0.54987351370232,2022-10-21,15.300000190734863,1003.0999755859376,14.699999809265137,1.7000000476837158,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,0.0,1.0,12.101511810042911,2022,10,1.339377441332139,3.258096538021482
FREP-295239-G,technical_asset,2.0,14.366666666666667,14.366666666666667,51.2519277517553,0.54987351370232,2022-10-22,14.050000190734863,1011.2999877929688,6.099999904632568,0.8999999761581421,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,0.0,1.0,12.101511810042911,2022,10,2.6649107084415924,1.0986122886681098
FREP-295163-J,technical_asset,38.0,1.9539473684210529,5.25,51.4575730420073,-0.0746040039832204,2022-08-19,18.299999237060547,1016.4000244140624,4.900000095367432,0.8999999761581421,matched,E09000028,309327.0,Urban with Major Conurbation,0.374,0.43,0.162,4.0,1.0,12.642154248752698,2022,8,1.6582280766035324,3.6635616461296463
FREP-295266-G,technical_asset,391.0,0.8730825958702064,77.0,51.3412853502412,0.715243085981626,2022-10-23,15.050000190734863,1003.0,10.5,8.0,matched,E07000113,154508.0,Largely Rural (rural including hub towns 50-79%) ,0.407,0.43,0.149,1.0,0.0,11.948001153914678,2022,10,4.343805421853684,5.971261839790462
FREP-295015-G,technical_asset,12.0,4.434090909090909,22.03333333333333,51.3988356323046,0.303460419871465,2022-10-20,16.850000381469727,1007.2999877929688,5.900000095367432,20.0,matched,E07000107,119042.0,Urban with Major Conurbation,0.2809999999999999,0.34,0.095,3.0,1.0,11.687231651001051,2022,10,3.092556458189531,2.5649493574615367
FREP-295279-J,technical_asset,419.0,1.0883850437549722,1.4666666666666666,51.6271376055075,0.029948701308337,2022-08-20,16.850000381469727,1016.5,7.5,0.0,matched,E07000072,134889.0,Urban with Significant Rural (rural including hub towns 26-49%),0.224,0.14,0.091,1.0,1.0,11.81220749698825,2022,8,0.3829922522561057,6.040254711277414
FREP-295178-G,technical_asset,709.0,2.3025152797367183,3.216666666666667,50.796507330358,0.0555572777397592,2022-10-22,15.25,1008.7000122070312,12.5,5.5,matched,E07000063,100693.0,Urban with Significant Rural (rural including hub towns 26-49%),0.225,0.36,0.099,0.0,1.0,11.519831562884328,2022,10,1.168345626682785,6.565264970035361
FREP-295261-G,technical_asset,853.0,0.3779992184447049,2.3,50.8176047895557,0.340571306624065,2022-10-23,16.799999237060547,1002.9000244140624,11.399999618530272,9.699999809265137,matched,E07000065,163091.0,Mainly Rural (rural including hub towns >=80%) ,0.237,0.29,0.073,1.0,0.0,12.002063606215954,2022,10,0.8329091229351039,6.74993119378857
FREP-295055-G,technical_asset,12.0,2.8833333333333333,2.8833333333333333,50.9977527867418,0.958525900562704,2022-10-20,16.299999237060547,1006.2000122070312,11.699999809265137,6.700000762939453,matched,E07000112,110372.0,Urban with Significant Rural (rural including hub towns 26-49%),0.3339999999999999,0.43,0.145,3.0,1.0,11.611611757468927,2022,10,1.0589470322756782,2.5649493574615367
FREP-295065-J,technical_asset,110.0,4.513793103448276,25.316666666666663,51.4568744152811,-0.0043309032990344,2022-08-18,21.350000381469727,1015.0999755859376,4.900000095367432,1.100000023841858,matched,E09000023,299164.0,Urban with Major Conurbation,0.294,0.31,0.164,0.0,1.0,12.608747196987709,2022,8,3.231462940373672,4.709530201312334
FREP-295086-J,technical_asset,181.0,4.990515653775322,11.533333333333331,51.4334401301574,-0.0535779300761823,2022-08-18,23.799999237060547,1014.0999755859376,7.199999809265137,1.2999999523162842,matched,E09000023,299164.0,Urban with Major Conurbation,0.294,0.31,0.164,0.0,1.0,12.608747196987709,2022,8,2.445241393395569,5.204006687076795
FREP-295092-Z,technical_asset,1.0,5.383333333333334,5.383333333333334,51.8962802853099,-0.513540473304274,2022-03-18,7.25,1043.199951171875,5.199999809265137,0.0,matched,E06000056,301829.0,Largely Rural (rural including hub towns 50-79%) ,0.248,0.23,0.077,3.0,0.0,12.617615910825437,2022,3,1.683307761000556,0.6931471805599453
FREP-295176-G,weather_natural,128.0,2.8889322916666664,6.416666666666667,51.1511090372096,-0.504034443005657,2022-10-22,13.399999618530272,1005.5,9.5,14.5,matched,E07000216,130327.0,Largely Rural (rural including hub towns 50-79%) ,0.1689999999999999,0.03,0.054,0.0,0.0,11.777801955768314,2022,10,1.8588987720656835,4.859812404361672
FREP-295137-J,technical_asset,47.0,6.961702127659575,17.683333333333334,51.5229124802526,-0.109934088344082,2022-08-18,21.950000762939453,1012.5,6.800000190734863,0.6000000238418579,matched,E09000007,217352.0,Urban with Major Conurbation,0.283,0.35,0.141,0.0,1.0,12.289273438122935,2022,8,2.8726225763918825,3.871201010907891
FREP-295226-Z,technical_asset,3.0,2.088888888888889,3.0,52.1327888904601,-0.474020544694912,2022-07-11,28.350000381469727,1023.2000122070312,6.300000190734863,0.0,matched,E06000055,187624.0,Urban with Significant Rural (rural including hub towns 26-49%),0.3189999999999999,0.36,0.114,3.0,1.0,12.142195239141413,2022,7,1.0986122886681098,1.3862943611198906
FREP-295232-Z,technical_asset,6.0,9.694444444444445,15.183333333333334,51.7545809083319,-0.33768772870901,2022-03-18,6.25,1043.199951171875,8.600000381469727,0.0,matched,E07000240,148698.0,Urban with City and Town,0.189,0.12,0.06,3.0,1.0,11.90967268245867,2022,3,2.720198335037858,1.9459101490553132
FREP-295236-Z,technical_asset,49.0,3.956707317073172,11.8,51.5862701556052,-0.300215629556855,2022-03-19,7.25,1042.199951171875,9.199999809265137,0.0,matched,E09000005,341505.0,Urban with Major Conurbation,0.3239999999999999,0.55,0.155,3.0,1.0,12.741117599174233,2022,3,2.468099531471619,3.912023005428146
FREP-295260-Z,technical_asset,36.0,2.316666666666667,6.983333333333333,51.6969245927576,0.255430767380644,2022-03-19,9.899999618530272,1039.9000244140625,14.100000381469728,0.0,matched,E07000072,134889.0,Urban with Significant Rural (rural including hub towns 26-49%),0.224,0.14,0.091,3.0,1.0,11.81220749698825,2022,3,1.943526357700037,3.6109179126442243
FREP-79575-C,technical_asset,1.0,3.083333333333333,3.083333333333333,51.6895100401282,0.869267089431415,2023-09-26,19.14999961853028,1016.7999877929688,11.0,0.6000000238418579,matched,E07000074,68400.0,Mainly Rural (rural including hub towns >=80%) ,0.185,0.05,0.086,1.0,0.0,11.133128103610641,2023,9,1.126011262856224,0.6931471805599453
FREP-79593-C,technical_asset,15.0,5.146551724137931,15.333333333333334,51.5842677897399,-0.279432868473557,2023-09-20,17.049999237060547,999.7999877929688,15.699999809265137,0.9000000357627869,matched,E09000005,348751.0,Urban with Major Conurbation,0.3239999999999999,0.55,0.155,1.0,1.0,12.762113479497113,2023,9,2.7300291078209855,2.772588722239781
FREP-79703-C,weather_natural,1.0,3.466666666666667,7.183333333333334,51.7174068189883,0.565818071020877,2023-09-20,20.299999237060547,999.0999755859376,19.799999237060547,0.7000000476837158,matched,E07000070,186060.0,Urban with City and Town,0.2639999999999999,0.13,0.077,1.0,1.0,12.13382448132255,2023,9,1.9717635278816472,0.6931471805599453
FREP-79893-C,technical_asset,10.0,2.461666666666667,11.983333333333333,51.6353299057825,-0.353741606306684,2023-09-21,11.399999618530272,995.7000122070312,3.0999999046325684,24.5,matched,E07000098,109483.0,Urban with Major Conurbation,0.312,0.16,0.089,1.0,1.0,11.603524565044435,2023,9,2.483516795498946,2.3978952727983707
FREP-80185-C,technical_asset,1.0,5.166666666666667,5.166666666666667,51.5802111294121,-0.366832983559517,2023-09-22,11.25,999.5999755859376,5.0,5.300000190734863,matched,E09000015,266891.0,Urban with Major Conurbation,0.238,0.26,0.109,0.0,1.0,12.4945956143295,2023,9,1.6422277352570913,0.6931471805599453
FREP-80166-C,weather_natural,20.0,7.970000000000001,14.05,51.7453022828863,-0.0134025833930495,2023-09-21,11.350000381469728,995.9000244140624,2.5,9.0,matched,E07000095,100747.0,Urban with Major Conurbation,0.242,0.22,0.108,1.0,1.0,11.520367702690658,2023,9,2.642622395779755,3.044522437723423
FREP-80173-C,technical_asset,42.0,3.1151515151515152,20.466666666666665,51.8331984751452,-0.818275557970287,2023-09-21,9.5,995.9000244140624,2.700000047683716,1.4000000953674316,matched,E06000060,569850.0,Urban with Significant Rural (rural including hub towns 26-49%),0.1874999999999999,0.3,0.06325,1.0,1.0,13.253128447283881,2023,9,3.018797546484987,3.7612001156935624
FREP-80151-C,technical_asset,8.0,14.99375,125.15,52.1264114767571,-0.281052735846842,2023-09-21,12.800000190734863,995.0999755859376,6.5,12.699999809265137,matched,E06000056,309382.0,Largely Rural (rural including hub towns 50-79%) ,0.248,0.23,0.077,1.0,0.0,12.642332038311748,2023,9,4.829513017877783,2.1972245773362196
FREP-80000-V,technical_asset,1.0,7.75,7.75,50.9490589725163,0.453212451572045,2022-07-13,25.75,1021.7000122070312,5.599999904632568,0.0,matched,E07000064,94323.0,Largely Rural (rural including hub towns 50-79%) ,0.35,0.37,0.113,0.0,0.0,11.45448034132121,2022,7,2.0476928433652555,0.6931471805599453
FREP-80159-V,technical_asset,6.0,2.730555555555556,21.3,51.3021841078497,-0.546912291036931,2022-07-21,23.649999618530277,1021.5999755859376,6.199999809265137,1.6000001430511477,matched,E07000217,104432.0,Urban with Major Conurbation,0.22,0.11,0.067,3.0,1.0,11.556291420874999,2022,7,3.0587070727153796,1.9459101490553132
FREP-80287-C,technical_asset,70.0,2.0320512820512824,23.15,51.5435107344375,0.66190200913381,2023-09-22,16.799999237060547,1001.7999877929688,5.199999809265137,0.7000000476837158,matched,E06000033,182771.0,Urban with City and Town,0.4549999999999999,0.38,0.144,0.0,1.0,12.115989282090963,2023,9,3.1419947805322432,4.2626798770413155
FREP-295291-G,weather_natural,274.0,0.791058394160584,1.7833333333333334,50.927579327247,-0.390106657160305,2022-10-23,16.700000762939453,997.2999877929688,15.100000381469728,9.5,matched,E07000227,148784.0,Largely Rural (rural including hub towns 50-79%) ,0.124,0.03,0.056,1.0,0.0,11.910250868717979,2022,10,0.5784842722398056,5.616771097666572
FREP-80359-C,technical_asset,4.0,6.8,8.333333333333334,51.4770389243182,0.31812805852657,2023-09-22,14.399999618530272,1003.2999877929688,10.899999618530272,2.299999952316284,matched,E06000034,179280.0,Urban with Major Conurbation,0.3289999999999999,0.4,0.13,0.0,1.0,12.096704108474809,2023,9,2.120263536200091,1.6094379124341003
FREP-80370-V,technical_asset,19.0,1.6456140350877193,7.566666666666666,51.3775931642859,0.54051329034077,2022-07-30,23.600000381469727,1017.4000244140624,9.899999618530272,0.0,matched,E06000035,282750.0,Urban with City and Town,0.3849999999999999,0.39,0.134,4.0,1.0,12.552318393978366,2022,7,2.0237526358192475,2.995732273553991
FREP-80380-C,technical_asset,20.0,1.9366666666666668,20.683333333333334,51.7534500785572,-0.579184111871018,2023-09-22,11.600000381469728,1005.5999755859376,7.0,1.5000001192092896,matched,E07000096,158754.0,Urban with Significant Rural (rural including hub towns 26-49%),0.219,0.43,0.085,0.0,1.0,11.975111113287896,2023,9,3.0293282229825067,3.044522437723423
FREP-79689-V,technical_asset,0.0,,1.0,51.2747667972431,0.533544689283763,2022-07-25,19.700000762939453,1011.0,12.5,3.200000047683716,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,0.0,1.0,12.101511810042911,2022,7,0.0,0.0
FREP-295649-Z,technical_asset,6.0,13.622222222222222,74.98333333333333,52.6558414515718,1.27153953259842,2022-03-22,13.300000190734863,1030.699951171875,6.400000095367432,0.0,matched,E07000144,133839.0,Urban with Significant Rural (rural including hub towns 26-49%),0.129,0.01,0.072,3.0,1.0,11.804392864024903,2022,3,4.3172658666190715,1.9459101490553132
FREP-8038-I,technical_asset,1.0,7.033333333333333,7.033333333333333,51.6368427179474,0.349465307572008,2023-09-28,18.799999237060547,1014.7999877929688,11.0,0.1000000014901161,matched,E07000068,78381.0,Urban with Significant Rural (rural including hub towns 26-49%),0.159,0.05,0.064,1.0,1.0,11.269336830028958,2023,9,1.9506607518139112,0.6931471805599453
FREP-295811-J,technical_asset,55.0,2.157878787878788,11.966666666666669,51.4498431381215,0.212531269556336,2022-08-27,17.950000762939453,1019.2000122070312,4.199999809265137,0.0,matched,E07000107,119042.0,Urban with Major Conurbation,0.2809999999999999,0.34,0.095,3.0,1.0,11.687231651001051,2022,8,2.4821250068261236,4.02535169073515
FREP-79734-V,technical_asset,0.0,,1.0,51.2154495773645,-0.567885507380055,2022-10-30,14.100000381469728,1013.7999877929688,8.199999809265137,0.4000000059604645,matched,E07000209,146232.0,Urban with City and Town,0.215,0.17,0.057,2.0,1.0,11.89294968059644,2022,10,0.0,0.0
FREP-80028-V,technical_asset,8.0,3.066666666666667,3.066666666666667,51.3190732065932,-0.141243485983054,2022-07-14,17.0,1022.0,7.300000190734863,0.0,matched,E09000008,393547.0,Urban with Major Conurbation,0.4009999999999999,0.49,0.136,2.0,1.0,12.882955780621963,2022,7,1.120591195386885,2.1972245773362196
FREP-79759-C,weather_natural,1.0,6.45,6.45,52.6668052159131,0.412564926230026,2023-09-20,18.100000381469727,994.7000122070312,16.700000762939453,4.099999904632568,matched,E07000146,156201.0,Largely Rural (rural including hub towns 50-79%) ,0.301,0.29,0.12,1.0,0.0,11.958898918415885,2023,9,1.864080130807681,0.6931471805599453
FREP-295847-J,technical_asset,1.0,16.966666666666665,16.966666666666665,51.581977946454,-0.0217178020047047,2022-08-27,17.5,1019.7999877929688,6.400000095367432,0.0,matched,E09000031,275847.0,Urban with Major Conurbation,0.3,0.18,0.152,3.0,1.0,12.527601643165637,2022,8,2.8312506348883675,0.6931471805599453
FREP-295664-J,technical_asset,28.0,3.8970238095238097,7.916666666666667,51.5618018795464,-0.0831316302904071,2022-08-25,20.149999618530277,1017.5999755859376,6.699999809265137,19.5,matched,E09000012,261814.0,Urban with Major Conurbation,0.343,0.23,0.196,3.0,1.0,12.47538960696398,2022,8,2.0689702418125404,3.367295829986474
FREP-79782-C,weather_natural,52.0,1.7038461538461538,6.15,51.8477438633511,0.156507335423487,2023-09-20,17.5,996.7999877929688,16.799999237060547,3.400000095367432,matched,E07000242,153897.0,Urban with Significant Rural (rural including hub towns 26-49%),0.1669999999999999,0.04,0.06,1.0,1.0,11.944038826459588,2023,9,1.8164520818184267,3.970291913552122
FREP-295670-J,technical_asset,0.0,,1.0,51.5163799124923,-0.0797928643756813,2022-08-28,13.550000190734863,1021.2999877929688,3.299999952316284,0.3000000119209289,matched,E09000001,11615.0,Urban with Major Conurbation,0.204,-0.15,0.065,0.0,1.0,9.36005264520451,2022,8,0.0,0.0
FREP-295715-G,weather_natural,16.0,2.3895833333333334,9.233333333333333,51.0918308945304,-0.0756676219650012,2022-10-26,17.049999237060547,1012.0999755859376,16.299999237060547,1.6000001430511477,matched,E07000228,155159.0,Urban with City and Town,0.155,0.02,0.053,1.0,1.0,11.952205676573094,2022,10,2.222820124525183,2.833213344056216
FREP-79795-C,technical_asset,1.0,3.05,3.05,52.045364857977,0.741789737061406,2023-09-20,17.649999618530273,996.5,16.200000762939453,4.799999713897705,matched,E07000200,95812.0,Mainly Rural (rural including hub towns >=80%) ,0.169,0.17,0.08,1.0,0.0,11.470143217074787,2023,9,1.1151415906193203,0.6931471805599453
FREP-80039-C,technical_asset,1.0,6.3,6.3,52.5506766817983,-0.134797847149669,2023-09-21,17.5,994.7999877929688,9.0,10.399999618530272,matched,E07000010,103700.0,Largely Rural (rural including hub towns 50-79%) ,0.24,0.14,0.14,1.0,0.0,11.54925739421762,2023,9,1.840549633397487,0.6931471805599453
FREP-79806-V,weather_natural,76.0,1.1208333333333331,1.35,51.2563268556425,1.02368290117269,2022-07-06,22.600000381469727,1024.0,10.300000190734863,0.0,matched,E07000106,158723.0,Urban with City and Town,0.248,0.17,0.1,3.0,1.0,11.974915823549752,2022,7,0.30010459245033816,4.343805421853684
FREP-295803-J,technical_asset,101.0,6.769876543209876,14.983333333333333,51.5227947036953,-0.192609179198131,2022-08-27,14.050000190734863,1018.7000122070312,1.399999976158142,0.2000000029802322,matched,E09000033,209333.0,Urban with Major Conurbation,0.391,0.48,0.135,3.0,1.0,12.25168156442427,2022,8,2.7069384722495196,4.624972813284271
FREP-79829-C,technical_asset,40.0,3.91,5.7,51.5673765002693,-0.194780880578112,2023-09-20,16.799999237060547,994.4000244140624,15.399999618530272,14.399999618530272,matched,E09000003,398191.0,Urban with Major Conurbation,0.319,0.36,0.111,1.0,1.0,12.894687068649127,2023,9,1.7404661748405046,3.713572066704308
FREP-80165-C,technical_asset,1.0,19.15,19.15,51.7449568993288,-0.312894402496118,2023-09-21,10.899999618530272,995.9000244140624,2.799999952316284,7.399999618530273,matched,E07000240,149729.0,Urban with City and Town,0.189,0.12,0.06,1.0,1.0,11.916582272421156,2023,9,2.952302715626655,0.6931471805599453
FREP-295915-Z,technical_asset,467.0,0.8947894361170593,1.1833333333333331,51.6711764097376,-0.381206747132048,2022-03-23,17.450000762939453,1029.800048828125,5.599999904632568,0.0,matched,E07000103,103038.0,Urban with Major Conurbation,0.2189999999999999,0.14,0.092,2.0,1.0,11.542853131211917,2022,3,0.16833531481921457,6.148468295917647
FREP-79874-C,technical_asset,22.0,5.237121212121212,13.733333333333333,52.1892767752753,0.141703679326459,2023-09-20,16.5,993.4000244140624,13.800000190734863,14.600000381469728,matched,E07000008,148842.0,Urban with City and Town,0.2299999999999999,0.3,0.077,1.0,1.0,11.91064061961833,2023,9,2.6198259676873707,3.1354942159291497
