model,fold,beta1,beta2,turning_point_z
E0_prime,0,-0.04889126594218676,0.09486465496899743,0.25768957868536413
E0_prime,1,-0.039734372247707296,0.0665866773641947,0.2983657829206646
E0_prime,2,-0.030417348590624612,0.0822378562854686,0.18493519873036468
E0_prime,3,-0.03385107372355792,0.08431121068923386,0.20075072725696572
E0_prime,4,-0.04028994269867516,0.07870789915650209,0.25594599227304365
