fold,n_test,n_train,sse,rmse,k
0,1957,7900,9879.8441707882666,2.2468787378813104,26
1,2264,7593,10749.893684907951,2.1790333307649941,26
2,1674,8183,7747.6591785275068,2.1513324451239413,26
3,1433,8424,7067.53079331958,2.2208067024964513,26
4,2529,7328,11247.218007231546,2.1088619062969922,26
