term,coef
Intercept,3.2970837304589899
z_precipitation_24h_sum,-0.1380717711727773
z_temperature_0h,0.025707808594220134
z_pressure_msl_0h,-0.27810697432931986
z_gust_pressure,-0.20650302757405767
urban_binary,-0.0056400811630534379
log_population,-0.072578354354732394
income_deprivation_rate,-2.3010757603655829
deprivation_gap_pct,-1.3145122416201649
morans_i,0.6457736863396768
incident_year[2022],0.24852149442359808
incident_year[2023],0.35001601381007125
incident_year[2024],0.33635969585609243
incident_month[2],-0.12791034028698769
incident_month[3],0.15506583498761339
incident_month[4],0.033086387708775998
incident_month[5],0.29430270464107899
incident_month[6],0.90562829191121297
incident_month[7],0.704151787502583
incident_month[8],0.66281721952127015
incident_month[9],0.40039058761727342
incident_month[10],0.44725234385751911
incident_month[11],0.12363390555433521
incident_month[12],0.49527930495680128
z_temperature_sq,0.081581278805446703
log_gust,0.22815612024881618
