model,gust_ms,gust_z,predicted_level
R0c_gust_dose_response,20.493877843934662,2.0346055304492694,6.802804959778803
R0c_gust_dose_response,21.002041116052744,2.1319731320840876,7.025174917785155
R0c_gust_dose_response,21.510204388170827,2.2293407337189057,7.265721621769672
R0c_gust_dose_response,22.01836766028891,2.326708335353724,7.525803184019703
R0c_gust_dose_response,22.526530932406992,2.424075936988542,7.806914953452116
R0c_gust_dose_response,23.034694204525074,2.5214435386233602,8.110703587419447
R0c_gust_dose_response,23.542857476643153,2.618811140258178,8.4389827974166
R0c_gust_dose_response,24.051020748761236,2.716178741892996,8.79375097607289
R0c_gust_dose_response,24.559184020879318,2.8135463435278143,9.177210940927896
R0c_gust_dose_response,25.0673472929974,2.9109139451626325,9.591792062589734
R0c_gust_dose_response,25.575510565115483,3.0082815467974506,10.040175081563119
R0c_gust_dose_response,26.083673837233565,3.105649148432269,10.525319960009078
R0c_gust_dose_response,26.591837109351644,3.2030167500670865,11.050497162765879
R0c_gust_dose_response,27.100000381469727,3.3003843517019047,11.619322817058494
