fold,n_test,n_train,sse,rmse,k
0,8504,32673,13264.324345605753,1.2489094182133065,14
1,8274,32903,11151.775832280968,1.1609519815818883,14
2,8153,33024,11215.510612526381,1.1728725014423205,14
3,8108,33069,10687.854215979882,1.1481229300272473,14
4,8138,33039,9998.6597121561099,1.108439646865889,14
