fold,n_test,n_train,sse,rmse,k
0,12360,48077,48989.470348152841,1.9908664899782995,29
1,11776,48661,48666.574186346901,2.0329022165550152,29
2,11537,48900,44794.494092799607,1.970452053296379,29
3,11887,48550,46155.117803046407,1.9704880277414951,29
4,12877,47560,49928.465633941581,1.9690954201416602,29
