label,decile,n,x_min,x_max,x_median,y_mean,y_median
single_stage_raw,"(-0.001, 1.0]",20680,0.0,1.0,1.0,11.44962685364281,4.833333333333333
single_stage_raw,"(1.0, 3.0]",2366,2.0,3.0,2.0,11.382262609185686,6.733333333333333
single_stage_raw,"(3.0, 16.0]",2503,4.0,16.0,7.0,10.469956052736716,4.0
single_stage_raw,"(16.0, 11423.0]",2779,17.0,11423.0,61.0,3.8041321818399907,1.3333333333333333
