fold,n_test,n_train,sse,rmse,k
0,1875,5402,3408.766190205587,1.3483355052717083,30
1,1512,5765,2540.7545900145387,1.2962998292694916,30
2,1363,5914,2348.9764194894256,1.3127783342480883,30
3,1247,6030,2069.5977149671644,1.2882784478659486,30
4,1280,5997,1471.7548647876615,1.0722912328818885,30
