fold,n_test,n_train,sse,rmse,k
0,2141,7113,3227.0312742532465,1.2277028202994227,31
1,1926,7328,3294.2887491713454,1.3078342003174215,31
2,1244,8010,1827.3958629322731,1.2120097918235246,31
3,1894,7360,3060.9845570717353,1.2712781479258328,31
4,2049,7205,3003.6862144787956,1.2107550843661952,31
