term,coef
Intercept,2.1329998458051778
z_precipitation_24h_sum,0.041257240480777252
z_temperature_0h,-0.12695385651151242
z_pressure_msl_0h,-0.19273293990800625
urban_binary,0.0079396736788363148
log_population,-0.15492635650116193
income_deprivation_rate,-4.2640543777976374
deprivation_gap_pct,1.4001590473778791
morans_i,0.1417715915417932
incident_year[2022],0.25254154179496152
incident_year[2023],0.052476246981895937
incident_year[2024],-0.26121663852292093
incident_month[2],0.78619964124119224
incident_month[3],-0.42222597784153398
incident_month[4],-0.3978947454050949
incident_month[5],-0.27644468375836817
incident_month[6],0.065063405708547739
incident_month[7],0.0090656531479688593
incident_month[8],0.017917668198943162
incident_month[9],-0.053694410089897213
incident_month[10],-0.20924009577354324
incident_month[11],-0.42203743142726746
incident_month[12],-0.40203384497916861
z_customers_v2_log1p,-0.27214374304632261
z_cust_sq,0.090929699613624348
z_temperature_sq,0.05255060434335955
z_gust_precip,-0.027849854668487373
log_gust,0.41685729901148122
