fold,n_test,n_train,sse,rmse,k
0,2141,7113,3225.9778617632492,1.2275024220177468,29
1,1926,7328,3293.8902451481717,1.3077550947816643,29
2,1244,8010,1827.7082785981338,1.2121133913422328,29
3,1894,7360,3062.9664883758305,1.2716896459579508,29
4,2049,7205,2993.5572617115718,1.2087119219864417,29
