term,coef
Intercept,2.9058196834539998
z_precipitation_24h_sum,0.061586247736925261
z_temperature_0h,-0.13707657475373866
z_pressure_msl_0h,-0.10710431552753857
urban_binary,0.00099757621692002406
log_population,-0.14029531868972614
income_deprivation_rate,-4.1304452013005282
deprivation_gap_pct,1.3532964280202546
morans_i,0.11215073936747873
incident_year[2022],0.25161532188315222
incident_year[2023],0.097611462900595442
incident_year[2024],-0.16756480807877347
incident_month[2],0.75083361603055743
incident_month[3],-0.35618367853518185
incident_month[4],-0.31764815824647041
incident_month[5],-0.2188631815135221
incident_month[6],0.13089688550676915
incident_month[7],0.092303035910896669
incident_month[8],0.10192239034400415
incident_month[9],0.010610388915002825
incident_month[10],-0.089841847225953037
incident_month[11],-0.27146224442414191
incident_month[12],-0.29930212417589525
z_customers_v2_log1p,-0.28961156906009122
z_cust_sq,0.091746607747682299
z_temperature_sq,0.061764268881477541
z_gust_precip,-0.049166209759592863
z_gust_0h,0.28671794440160209
z_gust_sq,0.07476834481179355
