LAD21CD,date,gust,precip,n_inc,maxc,wmaxc,log_population,urban_binary,income_deprivation_rate,year,month,any_gt0,wthr_gt0,any_gt5,wthr_gt5,any_gt100,wthr_gt100,any_gt1000,wthr_gt1000
E06000031,2021-04-01,10.39035829837927,0.2357014693557049,0,-1.0,-1.0,12.2852072486939,1.0,0.156,2021,4,0,0,0,0,0,0,0,0
E06000032,2021-04-01,10.23059277069465,0.13288035164963247,0,-1.0,-1.0,12.3236689970955,1.0,0.155,2021,4,0,0,0,0,0,0,0,0
E06000033,2021-04-01,10.058329975815912,0.03538251538885384,1,6.0,-1.0,12.10434441402282,1.0,0.144,2021,4,1,0,1,0,0,0,0,0
E06000034,2021-04-01,10.07364925053392,0.035051319420820126,1,1.0,-1.0,12.077858519724389,1.0,0.13,2021,4,1,0,0,0,0,0,0,0
E06000035,2021-04-01,10.155181265616239,0.029523702817711616,2,17.0,-1.0,12.54219839355972,1.0,0.134,2021,4,1,0,1,0,0,0,0,0
E06000043,2021-04-01,10.838380345972354,0.029118815450143557,1,31.0,-1.0,12.535376392672774,1.0,0.123,2021,4,1,0,1,0,0,0,0,0
E06000055,2021-04-01,10.264610414463313,0.23356000832822552,3,1.0,-1.0,12.132404576604838,1.0,0.114,2021,4,1,0,0,0,0,0,0,0
E06000056,2021-04-01,10.250560468332349,0.16971175247521253,1,2.0,-1.0,12.596934983621066,0.0,0.077,2021,4,1,0,0,0,0,0,0,0
E06000060,2021-04-01,10.35459532008715,0.10612363590978216,0,-1.0,-1.0,13.227013440750667,1.0,0.06325,2021,4,0,0,0,0,0,0,0,0
E07000008,2021-04-01,10.144257127740776,0.18388819113940547,1,7.0,-1.0,11.91064061961833,1.0,0.077,2021,4,1,0,1,0,0,0,0,0
E07000009,2021-04-01,10.395692243911185,0.16803451136903302,0,-1.0,-1.0,11.38651154011457,0.0,0.07,2021,4,0,0,0,0,0,0,0,0
E07000010,2021-04-01,10.586659244833244,0.18159703360109047,1,0.0,-1.0,11.539869200417774,0.0,0.14,2021,4,1,0,0,0,0,0,0,0
E07000011,2021-04-01,10.249285216592666,0.24960953861015767,0,-1.0,-1.0,12.110810964549762,0.0,0.074,2021,4,0,0,0,0,0,0,0,0
E07000012,2021-04-01,10.115850647423139,0.1771730575668541,0,-1.0,-1.0,12.001763115309677,0.0,0.056,2021,4,0,0,0,0,0,0,0,0
E07000061,2021-04-01,11.259689383267716,0.033092379051461535,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2021,4,0,0,0,0,0,0,0,0
E07000062,2021-04-01,11.236701117461354,0.03299062779312812,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2021,4,0,0,0,0,0,0,0,0
E07000063,2021-04-01,10.86246026827374,0.029154923194551204,1,4.0,-1.0,11.514584088693098,1.0,0.099,2021,4,1,0,0,0,0,0,0,0
E07000064,2021-04-01,10.950113275223043,0.03096322276238713,2,48.0,48.0,11.45448034132121,0.0,0.113,2021,4,1,1,1,1,0,0,0,0
E07000065,2021-04-01,10.774967894691555,0.028567576299478318,0,-1.0,-1.0,12.002063606215954,0.0,0.073,2021,4,0,0,0,0,0,0,0,0
E07000066,2021-04-01,10.021935529024416,0.041015680536208854,0,-1.0,-1.0,12.160656781999691,1.0,0.138,2021,4,0,0,0,0,0,0,0,0
E07000067,2021-04-01,9.986640963521788,0.07747199668928424,0,-1.0,-1.0,11.98601183767587,0.0,0.092,2021,4,0,0,0,0,0,0,0,0
E07000068,2021-04-01,10.023514568841158,0.04633671008111866,1,1.0,-1.0,11.253001221229496,1.0,0.064,2021,4,1,0,0,0,0,0,0,0
E07000069,2021-04-01,10.03930580226035,0.036870735558218445,0,-1.0,-1.0,11.404359818363451,1.0,0.107,2021,4,0,0,0,0,0,0,0,0
E07000070,2021-04-01,9.985671238389854,0.0525537856867939,0,-1.0,-1.0,12.110810964549762,1.0,0.077,2021,4,0,0,0,0,0,0,0,0
E07000071,2021-04-01,10.062362337559716,0.05909013796516311,1,1.0,-1.0,12.198529265645048,1.0,0.099,2021,4,1,0,0,0,0,0,0,0
E07000072,2021-04-01,10.065759428382522,0.055670002175047584,1,37.0,-1.0,11.812592924855007,1.0,0.091,2021,4,1,0,1,0,0,0,0,0
E07000073,2021-04-01,10.053378566235756,0.07230163738709519,0,-1.0,-1.0,11.47656226523392,1.0,0.134,2021,4,0,0,0,0,0,0,0,0
E07000074,2021-04-01,10.018608485772962,0.04441456254192697,0,-1.0,-1.0,11.13312810361064,0.0,0.086,2021,4,0,0,0,0,0,0,0,0
E07000075,2021-04-01,10.031005733940523,0.03834311538341925,0,-1.0,-1.0,11.39143556738252,1.0,0.073,2021,4,0,0,0,0,0,0,0,0
E07000076,2021-04-01,10.26250474400222,0.045051951627699295,0,-1.0,-1.0,11.946790127600089,0.0,0.173,2021,4,0,0,0,0,0,0,0,0
E07000077,2021-04-01,10.006645450379432,0.0995924112309284,0,-1.0,-1.0,11.4286847914887,0.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000095,2021-04-01,10.092501182467412,0.06809610006919856,0,-1.0,-1.0,11.504308444863112,1.0,0.108,2021,4,0,0,0,0,0,0,0,0
E07000096,2021-04-01,10.267971510414261,0.09280412237124044,0,-1.0,-1.0,11.95254076050831,1.0,0.085,2021,4,0,0,0,0,0,0,0,0
E07000098,2021-04-01,10.196732385329117,0.06462089558046623,0,-1.0,-1.0,11.591080237769564,1.0,0.089,2021,4,0,0,0,0,0,0,0,0
E07000099,2021-04-01,10.146889494093177,0.14325297579284468,1,1.0,-1.0,11.818584970652662,1.0,0.079,2021,4,1,0,0,0,0,0,0,0
E07000102,2021-04-01,10.25307424660728,0.06408650915635737,0,-1.0,-1.0,11.450347686985502,1.0,0.071,2021,4,0,0,0,0,0,0,0,0
E07000103,2021-04-01,10.234292436066143,0.06500454370560589,1,0.0,-1.0,11.56419825914765,1.0,0.092,2021,4,1,0,0,0,0,0,0,0
E07000105,2021-04-01,10.714752866129764,0.029322890285443253,0,-1.0,-1.0,11.819071033187548,1.0,0.11,2021,4,0,0,0,0,0,0,0,0
E07000106,2021-04-01,10.601630215359767,0.0264447914831044,0,-1.0,-1.0,11.988078314198622,1.0,0.1,2021,4,0,0,0,0,0,0,0,0
E07000107,2021-04-01,10.126578268415452,0.031825006741060397,0,-1.0,-1.0,11.687231651001053,1.0,0.095,2021,4,0,0,0,0,0,0,0,0
E07000108,2021-04-01,11.164569488402003,0.02452191353493454,0,-1.0,-1.0,11.673725417873936,1.0,0.134,2021,4,0,0,0,0,0,0,0,0
E07000109,2021-04-01,10.123082827584268,0.03092537045040669,0,-1.0,-1.0,11.579490057238823,1.0,0.122,2021,4,0,0,0,0,0,0,0,0
E07000110,2021-04-01,10.344452754806232,0.02762970556483919,0,-1.0,-1.0,12.101511810042911,1.0,0.095,2021,4,0,0,0,0,0,0,0,0
E07000111,2021-04-01,10.234695630693247,0.027080658239037225,0,-1.0,-1.0,11.702081943710567,0.0,0.075,2021,4,0,0,0,0,0,0,0,0
E07000112,2021-04-01,11.081785138529176,0.029266177376469193,0,-1.0,-1.0,11.611611757468928,1.0,0.145,2021,4,0,0,0,0,0,0,0,0
E07000113,2021-04-01,10.257505667872898,0.028517758484134237,0,-1.0,-1.0,11.948001153914678,0.0,0.149,2021,4,0,0,0,0,0,0,0,0
E07000114,2021-04-01,11.072016120337167,0.021868943306164162,1,1.0,-1.0,11.854086691077573,1.0,0.185,2021,4,1,0,0,0,0,0,0,0
E07000115,2021-04-01,10.257570020253278,0.02716700618511998,0,-1.0,-1.0,11.803017132015809,1.0,0.08,2021,4,0,0,0,0,0,0,0,0
E07000116,2021-04-01,10.492153957835386,0.02724317396787141,0,-1.0,-1.0,11.658323667659586,1.0,0.073,2021,4,0,0,0,0,0,0,0,0
E07000143,2021-04-01,11.886354865702488,0.029976144608405742,1,1.0,-1.0,11.864708462828531,0.0,0.1,2021,4,1,0,0,0,0,0,0,0
E07000144,2021-04-01,12.268883901818963,0.003942641466693305,1,2.0,-1.0,11.792358608363598,1.0,0.072,2021,4,1,0,0,0,0,0,0,0
E07000145,2021-04-01,12.278018585878536,0.001085780657478544,0,-1.0,-1.0,11.514713864829446,1.0,0.184,2021,4,0,0,0,0,0,0,0,0
E07000146,2021-04-01,11.600556042579491,0.06331117015293602,1,4.0,4.0,11.950664133628688,0.0,0.12,2021,4,1,1,0,0,0,0,0,0
E07000147,2021-04-01,12.370028727289151,0.0020565284884355743,2,1.0,-1.0,11.544801967617486,0.0,0.106,2021,4,1,0,0,0,0,0,0,0
E07000148,2021-04-01,12.204831232036254,0.005430234599382517,1,1.0,-1.0,11.89412520254047,1.0,0.163,2021,4,1,0,0,0,0,0,0,0
E07000149,2021-04-01,11.992357790970782,0.013888960734009475,0,-1.0,-1.0,11.867160434591204,0.0,0.078,2021,4,0,0,0,0,0,0,0,0
E07000179,2021-04-01,10.432295144105085,0.1026999691042492,0,-1.0,-1.0,11.91840390632284,0.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000200,2021-04-01,10.220924340954491,0.07692570427650161,0,-1.0,-1.0,11.437382617721584,0.0,0.08,2021,4,0,0,0,0,0,0,0,0
E07000202,2021-04-01,10.554500785370983,0.05222771963140154,0,-1.0,-1.0,11.84680863857272,1.0,0.141,2021,4,0,0,0,0,0,0,0,0
E07000203,2021-04-01,10.979526002369884,0.05468660038350676,0,-1.0,-1.0,11.546340898509632,0.0,0.071,2021,4,0,0,0,0,0,0,0,0
E07000207,2021-04-01,10.318005445986776,0.028989427722434683,0,-1.0,-1.0,11.84548290591136,1.0,0.057,2021,4,0,0,0,0,0,0,0,0
E07000208,2021-04-01,10.296136001324252,0.027484974921113264,0,-1.0,-1.0,11.321934436672429,1.0,0.056,2021,4,0,0,0,0,0,0,0,0
E07000209,2021-04-01,10.417330446575745,0.023344836013261278,0,-1.0,-1.0,11.877658852261122,1.0,0.057,2021,4,0,0,0,0,0,0,0,0
E07000210,2021-04-01,10.37927203702865,0.02348417856640304,0,-1.0,-1.0,11.38052486133421,1.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000211,2021-04-01,10.35493949582226,0.024015673169020556,0,-1.0,-1.0,11.943590374100134,1.0,0.067,2021,4,0,0,0,0,0,0,0,0
E07000212,2021-04-01,10.354748323061168,0.028436559204091504,0,-1.0,-1.0,11.383158406911162,1.0,0.066,2021,4,0,0,0,0,0,0,0,0
E07000213,2021-04-01,10.341264168848538,0.030651125827587458,0,-1.0,-1.0,11.549835818990326,1.0,0.079,2021,4,0,0,0,0,0,0,0,0
E07000215,2021-04-01,10.320806310501801,0.024863722511531895,0,-1.0,-1.0,11.408109245600745,1.0,0.063,2021,4,0,0,0,0,0,0,0,0
E07000216,2021-04-01,10.462641217349498,0.02154623418215,0,-1.0,-1.0,11.777801955768314,0.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000217,2021-04-01,10.396594151567191,0.02635094337095746,1,1.0,-1.0,11.562220263694984,1.0,0.067,2021,4,1,0,0,0,0,0,0,0
E07000223,2021-04-01,10.770422857903489,0.02831520831894325,0,-1.0,-1.0,11.076464923159543,1.0,0.108,2021,4,0,0,0,0,0,0,0,0
E07000224,2021-04-01,10.67122384060895,0.02753982887680292,0,-1.0,-1.0,12.015027145562168,1.0,0.104,2021,4,0,0,0,0,0,0,0,0
E07000226,2021-04-01,10.452025934254248,0.0232455492661921,0,-1.0,-1.0,11.694905296716165,1.0,0.11,2021,4,0,0,0,0,0,0,0,0
E07000227,2021-04-01,10.573144461208175,0.023494120237334073,0,-1.0,-1.0,11.901583454762012,0.0,0.056,2021,4,0,0,0,0,0,0,0,0
E07000228,2021-04-01,10.563795851478513,0.02463349599935391,0,-1.0,-1.0,11.937663648421978,1.0,0.053,2021,4,0,0,0,0,0,0,0,0
E07000229,2021-04-01,10.726504305157347,0.028067226847698423,0,-1.0,-1.0,11.623160082869282,1.0,0.101,2021,4,0,0,0,0,0,0,0,0
E07000240,2021-04-01,10.19590307881058,0.08778964148879068,0,-1.0,-1.0,11.9091749056273,1.0,0.06,2021,4,0,0,0,0,0,0,0,0
E07000241,2021-04-01,10.14469678307556,0.08149641819349503,0,-1.0,-1.0,11.693136462767283,1.0,0.086,2021,4,0,0,0,0,0,0,0,0
E07000242,2021-04-01,10.06614879567341,0.09178518861654768,1,2.0,-1.0,11.922794196215245,1.0,0.06,2021,4,1,0,0,0,0,0,0,0
E07000243,2021-04-01,10.145356117926083,0.12226150326854797,0,-1.0,-1.0,11.400428433743082,1.0,0.122,2021,4,0,0,0,0,0,0,0,0
E09000001,2021-04-01,10.16862573905264,0.03924713581558693,0,-1.0,-1.0,9.36005264520451,1.0,0.065,2021,4,0,0,0,0,0,0,0,0
E09000002,2021-04-01,10.099631971532313,0.04004162138401693,0,-1.0,-1.0,12.295520219247926,1.0,0.194,2021,4,0,0,0,0,0,0,0,0
E09000003,2021-04-01,10.179014148653113,0.05254170893503607,0,-1.0,-1.0,12.87121893467506,1.0,0.111,2021,4,0,0,0,0,0,0,0,0
E09000004,2021-04-01,10.131549362946025,0.03334900678554411,1,1.0,-1.0,12.415672899008923,1.0,0.106,2021,4,1,0,0,0,0,0,0,0
E09000005,2021-04-01,10.21585084889399,0.04545867917597166,0,-1.0,-1.0,12.762113479497112,1.0,0.155,2021,4,0,0,0,0,0,0,0,0
E09000006,2021-04-01,10.203396376667508,0.029238720686430235,2,2911.0,-1.0,12.706541825990495,1.0,0.091,2021,4,1,0,1,0,1,0,1,0
E09000007,2021-04-01,10.18069747153216,0.041674974119529765,0,-1.0,-1.0,12.259461742189076,1.0,0.141,2021,4,0,0,0,0,0,0,0,0
E09000008,2021-04-01,10.245238231226242,0.02841905781560117,0,-1.0,-1.0,12.87567224520067,1.0,0.136,2021,4,0,0,0,0,0,0,0,0
E09000010,2021-04-01,10.131012300381851,0.053823216067160326,2,1.0,-1.0,12.70081156938222,1.0,0.171,2021,4,1,0,0,0,0,0,0,0
E09000011,2021-04-01,10.146382621490655,0.034765614774601855,1,1.0,-1.0,12.576038374391665,1.0,0.159,2021,4,1,0,0,0,0,0,0,0
E09000012,2021-04-01,10.1520230907582,0.042046430018848495,4,75.0,-1.0,12.47538960696398,1.0,0.196,2021,4,1,0,1,0,0,0,0,0
E09000013,2021-04-01,10.217173294343453,0.03774835162527924,0,-1.0,-1.0,12.11893398771341,1.0,0.142,2021,4,0,0,0,0,0,0,0,0
E09000014,2021-04-01,10.147489773330037,0.04758227249186961,0,-1.0,-1.0,12.481284790609685,1.0,0.17,2021,4,0,0,0,0,0,0,0,0
E09000015,2021-04-01,10.232697018950745,0.0521733754083376,2,39.0,-1.0,12.472884696222938,1.0,0.109,2021,4,1,0,1,0,0,0,0,0
E09000016,2021-04-01,10.067260343182314,0.042385102272560364,0,-1.0,-1.0,12.476427973157676,1.0,0.108,2021,4,0,0,0,0,0,0,0,0
E09000017,2021-04-01,10.251698017933798,0.049646407107959714,0,-1.0,-1.0,12.628417813738848,1.0,0.114,2021,4,0,0,0,0,0,0,0,0
E09000019,2021-04-01,10.162922911812464,0.042756123835237504,0,-1.0,-1.0,12.28788302072774,1.0,0.179,2021,4,0,0,0,0,0,0,0,0
E09000020,2021-04-01,10.20990820989415,0.037821838025919034,0,-1.0,-1.0,11.879414096763533,1.0,0.117,2021,4,0,0,0,0,0,0,0,0
E09000021,2021-04-01,10.276585103626227,0.030727826601583453,0,-1.0,-1.0,12.031671638203957,1.0,0.078,2021,4,0,0,0,0,0,0,0,0
E09000022,2021-04-01,10.200108910613588,0.034271220154563214,2,0.0,-1.0,12.668834491244446,1.0,0.153,2021,4,1,0,0,0,0,0,0,0
E09000023,2021-04-01,10.187143967571819,0.032546873274935356,0,-1.0,-1.0,12.61158108603281,1.0,0.164,2021,4,0,0,0,0,0,0,0,0
E09000024,2021-04-01,10.243488308690505,0.03126241338600827,1,1.0,-1.0,12.278881559987983,1.0,0.1,2021,4,1,0,0,0,0,0,0,0
E09000025,2021-04-01,10.129102338414944,0.03953347782939661,2,83.0,-1.0,12.786406607907107,1.0,0.169,2021,4,1,0,1,0,0,0,0,0
E09000026,2021-04-01,10.099222968019125,0.04427371403575041,1,446.0,-1.0,12.665255440144245,1.0,0.121,2021,4,1,0,1,0,1,0,0,0
E09000027,2021-04-01,10.264730512301453,0.03470198027696252,0,-1.0,-1.0,12.18236891883094,1.0,0.064,2021,4,0,0,0,0,0,0,0,0
E09000028,2021-04-01,10.178696695300916,0.03612982983708635,1,1.0,-1.0,12.642154248752698,1.0,0.162,2021,4,1,0,0,0,0,0,0,0
E09000029,2021-04-01,10.261128822241986,0.028796364358274658,1,0.0,-1.0,12.25303733501027,1.0,0.095,2021,4,1,0,0,0,0,0,0,0
E09000030,2021-04-01,10.1519266196667,0.03845546790288073,0,-1.0,-1.0,12.65304751159509,1.0,0.192,2021,4,0,0,0,0,0,0,0,0
E09000031,2021-04-01,10.122342358439294,0.046711912889035395,0,-1.0,-1.0,12.535905029897908,1.0,0.152,2021,4,0,0,0,0,0,0,0,0
E09000032,2021-04-01,10.223211088060483,0.03403508613931994,0,-1.0,-1.0,12.702075959604334,1.0,0.107,2021,4,0,0,0,0,0,0,0,0
E09000033,2021-04-01,10.193120300417165,0.03913493573201645,3,27.0,-1.0,12.234460859988475,1.0,0.135,2021,4,1,0,1,0,0,0,0,0
E06000031,2021-04-02,10.150120291182727,0.0017725593817201665,0,-1.0,-1.0,12.2852072486939,1.0,0.156,2021,4,0,0,0,0,0,0,0,0
E06000032,2021-04-02,10.213837645284773,0.0010026407928836118,1,49.0,-1.0,12.3236689970955,1.0,0.155,2021,4,1,0,1,0,0,0,0,0
E06000033,2021-04-02,10.086790476656414,0.01329555495344082,0,-1.0,-1.0,12.10434441402282,1.0,0.144,2021,4,0,0,0,0,0,0,0,0
E06000034,2021-04-02,10.098497816347232,0.005540687541945195,1,11.0,-1.0,12.077858519724389,1.0,0.13,2021,4,1,0,1,0,0,0,0,0
E06000035,2021-04-02,10.164975419399866,0.006577416792006023,1,2.0,2.0,12.54219839355972,1.0,0.134,2021,4,1,1,0,0,0,0,0,0
E06000043,2021-04-02,10.817046819245407,0.00017047031785805087,0,-1.0,-1.0,12.535376392672774,1.0,0.123,2021,4,0,0,0,0,0,0,0,0
E06000055,2021-04-02,10.317416976169472,0.0011984089661255027,0,-1.0,-1.0,12.132404576604838,1.0,0.114,2021,4,0,0,0,0,0,0,0,0
E06000056,2021-04-02,10.25721298949096,0.0009949767119776427,2,2.0,-1.0,12.596934983621066,0.0,0.077,2021,4,1,0,0,0,0,0,0,0
E06000060,2021-04-02,10.222389435203832,0.0002687972120673218,1,1.0,-1.0,13.227013440750667,1.0,0.06325,2021,4,1,0,0,0,0,0,0,0
E07000008,2021-04-02,10.136189385900712,0.007512761685659883,1,1.0,-1.0,11.91064061961833,1.0,0.077,2021,4,1,0,0,0,0,0,0,0
E07000009,2021-04-02,10.025204816093822,0.011443603832574315,0,-1.0,-1.0,11.38651154011457,0.0,0.07,2021,4,0,0,0,0,0,0,0,0
E07000010,2021-04-02,9.98981256814477,0.004205931308903317,0,-1.0,-1.0,11.539869200417774,0.0,0.14,2021,4,0,0,0,0,0,0,0,0
E07000011,2021-04-02,10.256491731128323,0.002838554033593409,0,-1.0,-1.0,12.110810964549762,0.0,0.074,2021,4,0,0,0,0,0,0,0,0
E07000012,2021-04-02,10.149074165737362,0.006618558229768171,0,-1.0,-1.0,12.001763115309677,0.0,0.056,2021,4,0,0,0,0,0,0,0,0
E07000061,2021-04-02,11.097626907429019,0.0004978079089449119,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2021,4,0,0,0,0,0,0,0,0
E07000062,2021-04-02,10.932928340747502,0.0015306893472686036,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2021,4,0,0,0,0,0,0,0,0
E07000063,2021-04-02,10.75610268631386,0.00033834006159864824,1,3.0,-1.0,11.514584088693098,1.0,0.099,2021,4,1,0,0,0,0,0,0,0
E07000064,2021-04-02,10.702551823777211,0.0018444835922052617,0,-1.0,-1.0,11.45448034132121,0.0,0.113,2021,4,0,0,0,0,0,0,0,0
E07000065,2021-04-02,10.601685580896213,0.0008105582121162234,0,-1.0,-1.0,12.002063606215954,0.0,0.073,2021,4,0,0,0,0,0,0,0,0
E07000066,2021-04-02,10.062729657308804,0.008697301663699888,0,-1.0,-1.0,12.160656781999691,1.0,0.138,2021,4,0,0,0,0,0,0,0,0
E07000067,2021-04-02,9.958178376615447,0.019408020677280678,0,-1.0,-1.0,11.98601183767587,0.0,0.092,2021,4,0,0,0,0,0,0,0,0
E07000068,2021-04-02,10.065223482877897,0.00678545859432302,1,5.0,-1.0,11.253001221229496,1.0,0.064,2021,4,1,0,0,0,0,0,0,0
E07000069,2021-04-02,10.075596259797262,0.010327448310867304,0,-1.0,-1.0,11.404359818363451,1.0,0.107,2021,4,0,0,0,0,0,0,0,0
E07000070,2021-04-02,10.022713895165673,0.012058963988293163,2,439.0,-1.0,12.110810964549762,1.0,0.077,2021,4,1,0,1,0,1,0,0,0
E07000071,2021-04-02,9.911207669753555,0.03249994439002106,0,-1.0,-1.0,12.198529265645048,1.0,0.099,2021,4,0,0,0,0,0,0,0,0
E07000072,2021-04-02,10.09024573593827,0.003809382692333966,0,-1.0,-1.0,11.812592924855007,1.0,0.091,2021,4,0,0,0,0,0,0,0,0
E07000073,2021-04-02,10.094080168575998,0.004382051039147012,0,-1.0,-1.0,11.47656226523392,1.0,0.134,2021,4,0,0,0,0,0,0,0,0
E07000074,2021-04-02,10.011247594460302,0.02000979433285479,0,-1.0,-1.0,11.13312810361064,0.0,0.086,2021,4,0,0,0,0,0,0,0,0
E07000075,2021-04-02,10.060841299038675,0.013291536398396355,1,1.0,-1.0,11.39143556738252,1.0,0.073,2021,4,1,0,0,0,0,0,0,0
E07000076,2021-04-02,9.97126845093919,0.04491296245118781,2,12.0,12.0,11.946790127600089,0.0,0.173,2021,4,1,1,1,1,0,0,0,0
E07000077,2021-04-02,10.052095024013056,0.009885314131855342,1,54.0,-1.0,11.4286847914887,0.0,0.054,2021,4,1,0,1,0,0,0,0,0
E07000095,2021-04-02,10.108223106268914,0.002908340130359215,0,-1.0,-1.0,11.504308444863112,1.0,0.108,2021,4,0,0,0,0,0,0,0,0
E07000096,2021-04-02,10.17879780367909,0.0005899166659964238,0,-1.0,-1.0,11.95254076050831,1.0,0.085,2021,4,0,0,0,0,0,0,0,0
E07000098,2021-04-02,10.130761074623342,0.001069823228182453,0,-1.0,-1.0,11.591080237769564,1.0,0.089,2021,4,0,0,0,0,0,0,0,0
E07000099,2021-04-02,10.191873134377786,0.0024193231639717196,1,24.0,-1.0,11.818584970652662,1.0,0.079,2021,4,1,0,1,0,0,0,0,0
E07000102,2021-04-02,10.140477104761107,0.0006314526131301889,0,-1.0,-1.0,11.450347686985502,1.0,0.071,2021,4,0,0,0,0,0,0,0,0
E07000103,2021-04-02,10.138043223185988,0.0007533646474874964,0,-1.0,-1.0,11.56419825914765,1.0,0.092,2021,4,0,0,0,0,0,0,0,0
E07000105,2021-04-02,10.581895690739668,0.00550419525074896,0,-1.0,-1.0,11.819071033187548,1.0,0.11,2021,4,0,0,0,0,0,0,0,0
E07000106,2021-04-02,10.621846169667519,0.0149286505578138,0,-1.0,-1.0,11.988078314198622,1.0,0.1,2021,4,0,0,0,0,0,0,0,0
E07000107,2021-04-02,10.122718101675893,0.0035238528637882675,0,-1.0,-1.0,11.687231651001053,1.0,0.095,2021,4,0,0,0,0,0,0,0,0
E07000108,2021-04-02,11.225775677749555,0.01472826260640159,0,-1.0,-1.0,11.673725417873936,1.0,0.134,2021,4,0,0,0,0,0,0,0,0
E07000109,2021-04-02,10.130494815349286,0.004699698876838179,0,-1.0,-1.0,11.579490057238823,1.0,0.122,2021,4,0,0,0,0,0,0,0,0
E07000110,2021-04-02,10.290109963928312,0.004645925147598809,0,-1.0,-1.0,12.101511810042911,1.0,0.095,2021,4,0,0,0,0,0,0,0,0
E07000111,2021-04-02,10.177857677083363,0.002032493856506303,0,-1.0,-1.0,11.702081943710567,0.0,0.075,2021,4,0,0,0,0,0,0,0,0
E07000112,2021-04-02,10.994803154795463,0.007925815452467079,0,-1.0,-1.0,11.611611757468928,1.0,0.145,2021,4,0,0,0,0,0,0,0,0
E07000113,2021-04-02,10.268686985730817,0.01079179686123082,0,-1.0,-1.0,11.948001153914678,0.0,0.149,2021,4,0,0,0,0,0,0,0,0
E07000114,2021-04-02,11.067719338781979,0.023719161052032013,1,3.0,-1.0,11.854086691077573,1.0,0.185,2021,4,1,0,0,0,0,0,0,0
E07000115,2021-04-02,10.212922341622036,0.003143565499550287,0,-1.0,-1.0,11.803017132015809,1.0,0.08,2021,4,0,0,0,0,0,0,0,0
E07000116,2021-04-02,10.368551174919308,0.0022186825443619336,0,-1.0,-1.0,11.658323667659586,1.0,0.073,2021,4,0,0,0,0,0,0,0,0
E07000143,2021-04-02,9.649917630202255,0.01877639536997158,0,-1.0,-1.0,11.864708462828531,0.0,0.1,2021,4,0,0,0,0,0,0,0,0
E07000144,2021-04-02,9.75840450503082,0.011467738963833457,0,-1.0,-1.0,11.792358608363598,1.0,0.072,2021,4,0,0,0,0,0,0,0,0
E07000145,2021-04-02,9.957926576627395,0.014275838461516897,0,-1.0,-1.0,11.514713864829446,1.0,0.184,2021,4,0,0,0,0,0,0,0,0
E07000146,2021-04-02,9.522385022455913,0.0061363091383776595,1,0.0,-1.0,11.950664133628688,0.0,0.12,2021,4,1,0,0,0,0,0,0,0
E07000147,2021-04-02,9.679176733472595,0.0049260020097694965,0,-1.0,-1.0,11.544801967617486,0.0,0.106,2021,4,0,0,0,0,0,0,0,0
E07000148,2021-04-02,9.786503031899544,0.01692910314042003,1,0.0,-1.0,11.89412520254047,1.0,0.163,2021,4,1,0,0,0,0,0,0,0
E07000149,2021-04-02,9.769982599058586,0.03063689164923824,0,-1.0,-1.0,11.867160434591204,0.0,0.078,2021,4,0,0,0,0,0,0,0,0
E07000179,2021-04-02,10.251087639491962,0.00012353222662723007,0,-1.0,-1.0,11.91840390632284,0.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000200,2021-04-02,9.8350006305455,0.03862374669840446,0,-1.0,-1.0,11.437382617721584,0.0,0.08,2021,4,0,0,0,0,0,0,0,0
E07000202,2021-04-02,9.83747076480472,0.05455220626507575,0,-1.0,-1.0,11.84680863857272,1.0,0.141,2021,4,0,0,0,0,0,0,0,0
E07000203,2021-04-02,9.761998949797352,0.05000928247088126,0,-1.0,-1.0,11.546340898509632,0.0,0.071,2021,4,0,0,0,0,0,0,0,0
E07000207,2021-04-02,10.138119677915055,0.0004314917684883429,0,-1.0,-1.0,11.84548290591136,1.0,0.057,2021,4,0,0,0,0,0,0,0,0
E07000208,2021-04-02,10.147259607030275,0.0006035847397860469,1,1353.0,-1.0,11.321934436672429,1.0,0.056,2021,4,1,0,1,0,1,0,1,0
E07000209,2021-04-02,10.1766425112356,0.00019383565597920688,0,-1.0,-1.0,11.877658852261122,1.0,0.057,2021,4,0,0,0,0,0,0,0,0
E07000210,2021-04-02,10.195128443519057,0.0003654582686387182,0,-1.0,-1.0,11.38052486133421,1.0,0.054,2021,4,0,0,0,0,0,0,0,0
E07000211,2021-04-02,10.20378406827658,0.000558612738153399,0,-1.0,-1.0,11.943590374100134,1.0,0.067,2021,4,0,0,0,0,0,0,0,0
E07000212,2021-04-02,10.140701234813456,0.00029718529959375225,0,-1.0,-1.0,11.383158406911162,1.0,0.066,2021,4,0,0,0,0,0,0,0,0
E07000213,2021-04-02,10.134450633982162,0.000321813721407189,0,-1.0,-1.0,11.549835818990326,1.0,0.079,2021,4,0,0,0,0,0,0,0,0
