fold,n_test,n_train,sse,rmse,k
0,9834,41339,12127.975014990394,1.1105268028482957,30
1,10581,40592,14564.460501715301,1.1732318486048638,30
2,10833,40340,14652.598188915537,1.1630086600099545,30
3,9995,41178,12952.234963815768,1.1383634885648897,30
4,9930,41243,13419.3136184992,1.1624934836577567,30
